hpi,cpi (1982-1984=100),pce (2012=100),real hpi (cpi),real hpi (pce)
148.583,216.509,94.847,68.626708358544,156.6554556285386
145.003,217.488,95.348,66.67172441697932,152.0776523891429
145.401,217.403,95.532,66.88086180963465,152.2013566134908
147.562,217.605,95.604,67.8118609406953,154.3470984477637
143.129,219.035,96.135,65.34526445545232,148.8833411348624
139.047,221.187,96.835,62.8640019530985,143.59167656322612
139.16299999999998,224.093,97.908,62.10055646539606,142.13649548555784
142.343,225.395,98.353,63.15268750415935,144.72664789076083
138.409,226.75,98.725,61.04035281146637,140.19650544441632
134.168,227.842,99.323,58.88642129194793,135.08250858310765
138.47799999999998,229.187,99.866,60.421402610095676,138.66380950473632
144.281,228.59,99.74,63.11780917800429,144.65710848205336
143.969,231.638,100.677,62.15258290953988,143.00088401521697
144.315,231.679,100.787,62.29092839661773,143.1881095776241
150.974,231.797,100.944,65.13199049168021,149.5621334601363
158.297,232.9,101.354,67.96779733791325,156.18229176944175
159.563,233.669,101.722,68.28590869991311,156.86183913017834
159.378,235.288,102.278,67.73741117269047,155.82823285555054
162.98,236.468,102.742,68.92264492447181,158.6303556481283
167.142,237.498,103.19,70.37617158881339,161.97499757728463
166.918,237.43,103.177,70.30198374257675,161.77830330403094
166.27,234.747,102.465,70.82944616970612,162.27004342946373
169.988,236.222,102.91,71.96112131808215,165.18122631425518
174.507,238.034,103.441,73.31179579387819,168.70196537156448
175.071,237.733,103.274,73.64185872386248,169.52088618626178
175.065,237.652,103.306,73.66443370979415,169.46256751785958
178.521,238.992,103.823,74.69747941353685,171.9474490238194
183.042,240.101,104.218,76.2354175950954,175.63376767928764
184.05,241.741,104.786,76.13520255149105,175.6436928597332
184.69400000000002,243.62,105.41,75.8123306789262,175.21487524902764
188.567,244.274,105.732,77.19487133301129,178.34430446789997
193.553,244.28,105.844,79.23407565089242,182.86629379086204
195.13400000000001,246.657,106.692,79.11147869308392,182.894687511716
196.16299999999998,248.721,107.354,78.86869222944584,182.72537585930658
200.655,250.275,108.008,80.17380881030866,185.77790534034517
204.99,251.345,108.427,81.55722214486065,189.05807594049452
205.415,252.899,108.947,81.22412504596697,188.54580667664092
204.268,252.441,108.93,80.91712518964827,187.52226200312126
207.74599999999998,255.326,109.759,81.36500003916561,189.27468362503302
211.41099999999997,255.925,110.074,82.60662303409201,192.06261242436904
212.053,257.387,110.479,82.38683383387662,191.93964463834757
212.472,258.687,111.002,82.13478064224333,191.41276733752545
217.329,256.192,110.213,84.83051773669747,197.1899866621905
221.673,258.604,111.221,85.71909173872021,199.30858381061128
229.918,260.462,111.775,88.2731454108469,205.69715947215386
236.457,262.231,112.57,90.1712612162559,210.05330016878386
249.86700000000002,266.832,114.161,93.64206691851054,218.87246958243182
265.35,272.265,115.847,97.46019503057684,229.05211183716457
