,interest 3mo,interest 6mo,interest 1yr,interest 10yr,deflator inflation - 3mo actual,deflator inflation - 6mo actual,deflator inflation - 1yr actual,cpi inflation - 3mo actual,cpi inflation - 6mo actual,cpi inflation - 1yr actual,cpi inflation - 10yr actual,cpi inflation - 1yr forecast,cpi inflation - 3mo forecast,cpi inflation - 6mo forecast,deflator inflation - 1yr forecast,cpi inflation - 10yr forecast,deflator inflation - 3mo forecast,deflator inflation - 6mo forecast
1990-10-01,6.989999999999999,6.963333333333334,7.303333333333334,8.396666666666667,64.477,3.443088233013336,3.125145400685514,133.76666666666668,2.691253426364293,2.9653625716421494,2.6517350538250994,4.5113593801826335,5.35,4.773422202388722,4.264870931537579,,4.638982416760129,4.489337822671136
1991-01-01,6.023333333333333,6.043333333333334,6.436666666666667,8.016666666666666,65.109,3.041054232133833,2.5034941405950084,134.76666666666668,2.7207519168933825,2.893890675241151,2.6725965308453503,3.662371154027677,3.45,3.5249728326455454,3.4944237918215437,,3.866171003717511,3.866171003717467
1991-04-01,5.56,5.69,6.243333333333333,8.13,65.587,2.75969323189047,2.3678472868098766,135.56666666666666,3.1964593066141855,3.0735185640521356,2.683352629814628,3.8374556368653057,3.75,3.7749969886773815,3.3823529411764586,,3.52941176470587,3.382352941176503
1991-07-01,5.376666666666666,5.446666666666666,5.886666666666667,7.94,66.099,1.9364892055855787,2.071135720661421,136.6,3.025866276232314,3.0746705710102518,2.6352885264762094,3.772443271901582,3.6,3.7498915662083965,3.352769679300316,,3.206997084548213,3.2069970845481244
1991-10-01,4.54,4.583333333333333,4.866666666666666,7.346666666666667,66.492,1.9491066594477413,2.1656740660530582,137.73333333333332,2.9041626331074877,3.1219748305905126,2.5445709938821004,3.549939642644584,3.4,3.4499879168673475,3.1930333817126177,4.0,3.1930333817125955,3.0478955007256836
1992-01-01,3.893333333333333,3.9933333333333336,4.3566666666666665,7.303333333333334,66.739,2.1846296768006646,2.3584410914158083,138.66666666666666,3.076923076923066,3.173076923076934,2.5086845382304546,3.3999274193085904,3.2,3.299951597278117,3.249793677260726,3.7,2.9643103767706513,2.9542047732134424
1992-04-01,3.6799999999999997,3.796666666666667,4.22,7.376666666666668,67.14,2.359249329758706,2.3518022043491182,139.73333333333335,3.2919847328244156,3.124999999999978,2.5103811653102603,3.524924535058238,3.35,3.4249728063778573,3.1074272440905437,3.9,2.7372765936113375,2.872636425163577
1992-07-01,3.0833333333333335,3.15,3.4166666666666665,6.616666666666667,67.468,2.504891207683624,2.460425683286882,140.79999999999998,3.2196969696969724,2.817234848484862,2.4879144285118393,3.3249667223945734,3.3,3.2499878934617588,2.790862667777616,3.75,2.7256902909658542,2.879134114851878
1992-10-01,3.0700000000000003,3.2466666666666666,3.563333333333334,6.743333333333333,67.932,2.3170229052581703,2.3155508449625994,142.03333333333333,2.9101149964796846,2.7693029805210045,2.4594692024718867,3.2499394672719006,3.1,3.149987881724936,2.70655737704919,3.6,2.6229508196720985,2.622950819672143
1993-01-01,2.9599999999999995,3.0866666666666664,3.4066666666666667,6.28,68.313,2.3860758567183282,2.230907733520704,143.06666666666666,2.3765144454799714,2.5396085740913454,2.489485620772225,3.2124735018176587,3.1,3.1749727404858596,2.78024856580954,3.5,2.4774976946867255,2.681507715659004
1993-04-01,2.966666666666667,3.08,3.3800000000000003,5.989999999999999,68.719,2.287576943785563,2.117318354458031,144.1,2.590793430488114,2.38260467268101,2.40060375254334,3.3749183650139125,3.2,3.2499878934617588,2.755797318159403,3.7,2.5185700083251383,2.71417140178305
1993-07-01,3.003333333333334,3.1200000000000006,3.4233333333333333,5.616666666666666,69.128,2.0512672144427757,2.0961115611618952,144.76666666666668,2.6709647708957007,2.855169237854005,2.4289933936635144,3.299999999999992,3.3,3.299999999999992,3.0522088353413857,3.45,2.8915662650602414,3.0522088353413857
